activite_id;exercices_id;date_publication_activite;identifiant_fiche;objet_activite
2117;667;2019-03-29;CLV117AV;Acter l’usage constant du recours au CDD par les entreprises intervenant en période de montage, exploitation, démontage d'événements, en l'ajoutant à la liste des secteurs éligibles au CDD d’usage
2118;667;2019-03-29;5GVTFLQ3;"Aménager le régime de TVA sur la marge des agences de voyages pour éviter son application systématique aux opérations BtoB (voyages d'affaires, voyages de stimulation, congrès…)
"
2119;667;2019-03-29;9SVFLF9V;"Clarifier des règles de répartition de la prise en charge du dispositif de sûreté des événements professionnels scientifiques et commerciaux entre l'Etat et l'organisateur
"
2120;667;2019-03-29;Z0V59753;"Adapter la réglementation du détachement de salariés au cas particulier des participants internationaux des événements se tenant en France
"
2121;668;2018-04-24;SQV7R6GV;Adaptation de la réglementation du détachement de salariés au cas particulier des participants internationaux des événements se tenant en France
2122;668;2018-04-24;9SVFZEGH;Nécessité de maintenir le calendrier initial de réalisation de la ligne 17 du Grand Paris Express pour renforcer l'accessibilité des voyageurs aux sites événementiels 
2123;668;2018-04-24;40VE75I3;"Aménagement du régime de TVA sur la marge des agences de voyages pour éviter son application systématique aux opérations BtoB
"
2124;668;2018-04-24;CLV1C2PV;"Acter l’usage constant du recours au CDD par les entreprises intervenant en période de montage, exploitation, démontage d'événements, en l'ajoutant à la liste des secteurs éligibles au CDD d’usage
"
2125;668;2018-04-24;K6VBEAEV;Clarification des règles de répartition de la prise en charge du dispositif de sûreté des événements professionnels, scientifiques et commerciaux entre l'Etat et l'organisateur
2126;669;2019-04-02;40VE85WH;Support à la sensibilisation des pouvoirs publics aux enjeux de l'homéopathie
2127;669;2019-04-02;C5HAFXB3;Sensibiliser les pouvoirs publics aux enjeux de la prise en charge des maladies respiratoires et du gaz HFC dans le cadre du PLF 2019
2128;669;2019-04-02;FX3CGOLH;Favoriser l’accès à l’innovation aux patients, via la réforme de l’ATU et de mécanismes de régulation
2129;669;2019-04-02;S0V2U17H;Sensibilisation aux enjeux du RAC 0 en vue du PLFSS
2130;669;2019-04-02;5GVTKPWV;Sensibiliser les pouvoirs publics à l'amélioration des politiques publiques de prise en charge de la douleur dans le cancer pédiatrique
2131;669;2019-04-02;KQ36GYZV;Sensibiliser les pouvoirs publics sur la possibilité d'investir en vue de la construction d'une usine de production de Car-T Cells
2132;669;2019-04-02;SBHOD1WV;Obtenir des recommandations favorables à la désinfection des sondes d'échographie
2133;670;2018-04-27;40VE4UL3;Sensibilisation des pouvoirs publics aux enjeux de la préparatio magistrale
2134;670;2018-04-27;40VE4EL3;Contacter les pouvoirs publics afin d'améliorer la notoriété institutionnelle
2135;670;2018-04-27;POHZBYRH;Sensibilisation des pouvoirs publics aux enjeux de la production industrielle en France
2136;670;2018-04-27;2PVX97BH;Sensibilisation des pouvoirs publics aux enjeux des maladies respiratoires
2137;670;2018-04-27;KW3UJETH;Contacter les pouvoirs publics afin d'améliorer la notoriété institutionnelle
2138;670;2018-04-27;IO3W9513;Sensibilisation des pouvoirs publics aux enjeux de la santé visuelle
2139;670;2018-04-27;KDVS1AJH;Notoriété institutionnelle et sensibilisation aux enjeux de l'innovation
2140;670;2018-04-27;IYVN4JR3;Support à la modification de la législation sur la douleur
2141;670;2018-04-27;JA3Y974H;Support à la modification de la législation sur la télémédecine
2142;670;2018-04-27;2Y3KF2LH;Contacter les pouvoirs publics afin d'améliorer la notoriété institutionnelle
2143;672;2018-12-17;9SVFDAM3;article 43 du PLFSS: Impliquer l'industrie dans le groupe de travail 
2144;672;2018-12-17;GJVDTQN3;article 42 du PLFSS sur l'ouverture de l'ATU aux extensions d'indication
2145;677;2019-03-29;POHZ87R3;"Défendre les intérêts du MIN de Rungis et de la SEMMARIS auprès des pouvoirs publics.
Valoriser les produits et les Sociétés du Marché
Protéger et valoriser le modèle français de MIN."
2146;681;2019-09-23;2Y3KZF13;Présenter l'engagement de l'entreprise pour l'innovation en santé et l'amélioration du système de santé français.
2147;681;2019-09-23;5DHM6KBV;Sensibiliser aux problématiques actuelles du commerce indépendant
2148;681;2019-09-23;SQV7K18H;Travail autour de la loi Pacte, coordination avec des élus sur le sujet.
2149;682;2018-10-08;40VEXWX3;Présentation des conséquences pour le secteur de l'immobilier d'une disposition introduite dans le cadre du PLF 2018
2150;682;2018-10-08;S0V249EH;Présenter l'engagement de l'entreprise pour l'innovation en santé et l'amélioration du système de santé français
2151;682;2018-10-08;SQV7QZUH;Présenter les enjeux relatifs à la situation sociale du secteur du commerce indépendant
2152;682;2018-10-08;2Y3K09F3;Sensibiliser aux problématiques actuelles du commerce indépendant
2153;683;2018-04-24;C5HAAE7H;Réforme de la fiscalité des particuliers dans le cadre du PLF 2018
2154;683;2018-04-24;CLV1C6TV;Présenter les enjeux relatifs à la situation sociale du secteur du commerce infépendant.
2155;683;2018-04-24;5GVT2SDH;Assurer la prise en compte des intérêts du secteur des technologies médicales dans les politiques gouvernementales
2156;683;2018-04-24;FX3C47S3;Nécessité d'informer de la fermeture d'un site industriel et de ses conséquences économiques et sociales
2157;683;2018-04-24;POHZP1S3;Invitation à un événement sur le thème de la réorientation de l'épargne vers les entreprises
2158;683;2018-04-24;5DHMZC8V;Sensibiliser les décideurs publics aux problématiques actuelles du commerce indépendant.
2159;683;2018-04-24;SQV7RP2V;Présentation des propositions relatives au secteur du commerce de détail et de proximité
2160;684;2019-07-31;KW3U2B1H;Influencer les politiques de développement, humanitaire et de solidarité internationale de la France
2161;684;2019-07-31;Z0V5M7TV;Promouvoir un environnement favorable pour les ONG et défendre leur droit d'initiatives, en France et dans le monde
2162;685;2019-07-31;IO3WNWL3;Promouvoir un environnement favorable pour les ONG et défendre leur droit d'initiatives, en France et dans le monde
2163;685;2019-07-31;PO381FYV;Influencer les politiques de développement, humanitaire et de solidarité internationale de la France
2164;686;2018-08-20;JA3YOATV;Influencer les politiques de développement, humanitaire et de solidarité internationale de la France
2165;686;2018-08-20;K6VBD1YH;Promouvoir un environnement favorable pour les ONG et défendre leur droit d'initiatives, en France et dans le monde
2166;688;2019-04-09;2PVXU0IV;Faire évoluer les textes fiscaux relatifs à la restauration du patrimoine immobilier
2167;690;2019-03-28;POHZ5AZ3;"Promouvoir ""l'Entreprise des Possibles"", projet ayant pour but de mobiliser les moyens des entreprises en faveur des personnes sans abri ou en grande précarité"
2168;690;2019-03-28;KQ36UKPH;Promouvoir l'aide aux aidants par la création de Maisons de Répit
2169;690;2019-03-28;SBHOIBUH;Développement des Sciences de la Vie sur le territoire de la Métropole de Lyon
2170;690;2019-03-28;C5HAUB93;Renforcement des capacités des acteurs de l'humanitaire
2171;690;2019-03-28;2PVXKACH;Candidature à l'accueil de l'académie de l'OMS à Lyon
2172;690;2019-03-28;KUVP9US3;Présidence du Comité de suivi du Conseil Stratégique des Industries de Santé (CSIS) et Présidence du Comité Stratégique de Filière Santé (CSF Santé)
2173;690;2019-04-01;9SVFU87V;Promouvoir l'aide aux aidants par la création de Maisons de Répit
2174;690;2019-03-28;2Y3KUWZH;Participation aux travaux de l'Association Française des Entreprises Privées (AFEP)
2175;691;2018-04-27;FY3G707V;Importance des industries françaises de la santé sur la scène internationale
2176;691;2018-04-27;KDVS0C3L;Réunion sur les questions de soutien aux aidants des personnes hospitalisées à domicile
2177;691;2018-04-27;9SVFXNV6;Présentation orale de l'activité de l'Institut Bioforce 
2178;693;2018-05-07;2EHLOBOH;"Projet de loi ""États Généraux de l'Alimentation"" (EGA) - Préfet"
2179;693;2018-05-07;2ZV9MTPH;"Projet de loi ""États Généraux de l'Alimentation"" (EGA) - Députés"
2180;693;2018-05-07;X2VR7SNV;"Projet de loi ""Société de confiance"" (droit à l'erreur) - Députés"
2181;693;2018-05-07;PO38BZUH;"Projet de loi ""EGA"" - examen du projet de loi et des amendements par la commission des affaires économiques de l'Assemblée Nationale"
2182;693;2018-05-07;K6VBK66V;Directive nitrates - adaptation du calendrier d'épandage 2018 aux conditions climatiques
2183;693;2018-05-07;KUVPSPCV;"Assemblée Générale de la FDSEA, sur le thème ""l'entreprise agricole demain"""
2184;693;2018-05-07;5DHM0J5V;Négociation Directives Nitrates / PAR n°6 et information sur la fraude aux Pays Bas - Députés
2185;693;2018-05-07;IO3W1TQH;Application de l'accord CETA et négociations UE-Mercosur - Députés
2186;693;2018-05-07;QEVJKS03;"Projet de loi ""EGA"" - examen du projet de loi et des amendements par la commission des affaires économiques de l'Assemblée Nationale"
2187;693;2018-05-07;UYVIEJ7H;Découverte du fonctionnement d'une exploitation agricole - Député Eric Bothorel
2188;694;2018-04-30;FX3C4AY3;Examen du projet de loi de financement de la sécurité sociale 2018
2189;694;2018-04-30;Z0V544CH;Examen du projet de loi de financement de la sécurité sociale 2018 par le Sénat
2190;694;2018-04-30;IYVNQQAV;Présentation des élus de la FDSEA aux députés élus en juin 2017
2191;699;2019-04-08;4UHQUTAV;représentation des intérêts des professionnels de l'énergie solaire thermique et photovoltaïque
2192;700;2018-07-04;2Y3KR1IH;représentation des intérêts des professionnels de l'énergie solaire thermique et photovoltaïque 
2193;702;2019-03-31;SQV74KRV;LFSS 2018 : Supprimer les mesures visant à augmenter le forfait hosp., supprimer le tiers payant généralisé, à abolir la délégation aux mutuelles de la gestion du RSI, et à acter la reprise du CITS
2194;702;2019-03-31;S0V2KFL3;PLFSS 2019 : Soutenir la mise en œuvre de la réforme du reste à charge zéro en matière d’optique, de dentaire et d’audioprothèse et demander l’installation d’un comité de suivi
2195;702;2019-03-31;C5HAU2U3;PLFSS 2019 : Soutenir la transformation du CICE et du CITS en baisse pérenne de cotisations sociales et alerter sur les risques de fragilisation du secteur de l’aide à domicile
2196;702;2019-03-31;SBHOIC0H;PLFSS 2019 : Rappeler que la dynamique de retour à l’équilibre résulte d’efforts des assurés, des établissements sanitaires et sociaux, de transferts de charges importants et d’augmentation de la TSA
2197;702;2019-03-31;K6VBM1YH;PLFSS 2019 : Soutenir l’amélioration du recours aux dispositifs d’aide à la couverture complémentaire santé
2198;703;2018-05-01;UYVITY5H;Présentation des positions de la Mutualité Française concernant le PLFSS 2018
2199;707;2019-05-21;CLV1MK43;Contact avec le sénateur Joël Labbé pour son invitation à tenir le 1er colloque Pour une recherche scientifique responsable.
2200;707;2019-05-21;S0V2MKPV;Plaidoyer pour infléchir la position du gouvernement et du Parlement sur la Loi Secret des Affaires.
2201;709;2019-03-28;KDVSARIV;établir des conditions équitables de collecte de la taxe de séjour entre les modes d’hébergements traditionnels et les nouveaux acteurs numériques 
2202;709;2019-03-28;PO38CTYV;Constituer un organisme d'ingénierie de formation commun aux secteurs à forte intensité de main d'oeuvre 
2203;709;2019-03-28;Z0V5KYT3;Constituer un organisme d'ingénierie de formation commun aux secteurs à forte intensité de main d'oeuvre 
2204;709;2019-03-28;X2VRXFEV;Rétablir les préenseignes dérogatoires pour les établissements en zone rurale 
2205;709;2019-03-28;QEVJUIDH;"ENCADRER LA DISTRIBUTION DE ""dobby bag"" en conciliant réduction du gaspillage alimentaire et moindre déchets d'emballage "
2206;709;2019-03-28;C5HAU0Z3;encadrer et assurer la sécurité des clients, des personnels et des apprentis 
2207;710;2018-04-27;QEVJQ5Y3;La transition numérique et les nouvelles concurrences
2208;710;2018-04-27;2ZV98AZH;Fiscalité - Fiscalité Locale - Taxe spécifique - Taxe de séjour
2209;710;2018-04-27;C5HAAY0H;Demande de participation aux Assises de l'Outre-mer
2210;710;2018-04-27;KUVPW5Y3;Formation - Emploi - Apprentissage - Contrats courts
2211;710;2018-04-27;KQ36S9CV;Sécurité dans et aux abords des cafés, hôtels, restaurants - Vente d'alcool
2212;710;2018-04-27;POHZP4Q3;Attractivité touristique de la France -Simplificiation administrative et réduction des normes
2213;710;2018-04-27;X2VRQ5YH;Valorisation et promotion de la restauration artisanale
2214;710;2018-04-27;SBHO75YH;Participation aux Etats généraux de l'Alimentation - Lutte contre le gaspillage alimentaire
2215;710;2018-04-27;5GVT259H;Activités touristiques sur le littoral - Décret plage 
2216;710;2018-04-27;2PVXW4TH;Signalisation des cafés, hôtels, restaurants en zone rurale - Mise en place des préenseignes
2217;713;2019-10-02;KW3UWAMV;Informer et présenter les grands enjeux de l’entreprise et les spécificités du secteur de la nutrition spécialisée
2218;713;2019-10-02;Z0V5D25V;Informer et présenter les grands enjeux de l’entreprise et les spécificités du secteur de la nutrition spécialisée
2219;713;2019-11-21;5DHMQ2XV;Informer et présenter les grands enjeux de l’entreprise et les spécificités du secteur de la nutrition spécialisée
2220;719;2019-08-02;2PVXJ0U3;Accompagnement de la société ELIOR (ELRES) dans son développement commercial essentiellement vers les Collectivités locales
2221;723;2019-10-03;GJVDJ1NV;Reforme de la formation professionnelle - Désignation de l'opérateur de compétence - Accord du 100 % santé - Arreté du devis normalisé - Arreté de tracabilité ( Améliorer l'accès des soins visuels)
2222;724;2018-04-30;19V04GE3;Obtenir des délégations de taches pour améliorer la prise en charge visuelle des francais
2223;728;2018-07-30;IYVND0QH;Rencontre des élus du Medef 93-94 en présence de Monsieur le Préfet et des acteurs économique du Val de Marne 
2224;728;2018-07-30;UYVIBC4H;Demande d'audience adressée aux députés des départements 93 & 94
2225;728;2018-07-30;2ZV9T9QV;Rencontre avec les députés des départements 93 & 94
2226;728;2018-07-30;KUVP70IH;Projets de rencontres et manifestations sur le thème de l'apprentissage en cours avec des députés des départements du 93 et 94
2227;728;2018-07-30;CLV1LB9V;JO 2024 en présence de la Ministre des Sports et des élus des départements du 93 et 94
2228;728;2018-11-14;QEVJBCB3;"Rencontre avec un député du Val de Marne et des chefs d'entreprise du Val de Marne sur le thème : lois et ordonnance ""lois travail"" le 11/10/2018"
2229;728;2018-09-04;SQV7Q6TH;Rencontre avec une Députée de Seine Saint Denis lors de l'Université du MEDEF le 28/08/2018
